stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
2,1004,"RICHMOND HWY @ BACKLICK RD",,38.708492,-77.160581,,,,,,0
3,1005,"RICHMOND HWY @ SOUTHGATE DR",,38.773520,-77.081300,,,,,,1
4,1007,"RICHMOND HWY @ COLLARD ST",,38.766970,-77.083650,,,,,,0
5,1008,"RICHMOND HWY @ FORDSON RD",,38.749140,-77.083220,,,,,,0
6,1009,"RICHMOND HWY @ LOCKHEED BLVD",,38.758500,-77.084000,,,,,,0
7,1010,"RICHMOND HWY @ ARLINGTON DR",,38.754940,-77.083720,,,,,,0
8,1014,"RICHMOND HWY @ MOUNT EAGLE DR",,38.786650,-77.068660,,,,,,0
9,1015,"RICHMOND HWY @ FAIRHAVEN AVE",,38.784150,-77.073830,,,,,,0
10,1016,"RICHMOND HWY @ FRANKLIN ST",,38.777790,-77.080260,,,,,,0
11,1019,"MT VERNON HWY @ ALBEE LA",,38.733470,-77.092420,,,,,,0
12,1021,"MOUNT VERNON HWY @ BATTERSEA LN (N)",,38.727490,-77.091130,,,,,,0
13,1023,"MOUNT VERNON HWY @ WESSYNTON WAY",,38.718890,-77.089680,,,,,,0
14,1024,"MOUNT VERNON HWY @ BRADDOCK AVE",,38.720530,-77.090040,,,,,,0
15,1044,"LITTLE RIVER TPKE @ OASIS DR",,38.817790,-77.142190,,,,,,0
16,1045,"MT VERNON HWY @ CUNNINGHAM DR",,38.717880,-77.089200,,,,,,0
17,1046,"MT VERNON HWY @ WOODLAND LA",,38.720930,-77.089930,,,,,,0
18,1048,"MT VERNON HWY @ BATTERSEA LA N",,38.727610,-77.090950,,,,,,0
19,1049,"MT VERNON HWY @ SUNNY VIEW DR",,38.735520,-77.091460,,,,,,0
20,1060,"TELEGRAPH RD @ WILTON RD",,38.787500,-77.089640,,,,,,0
21,1061,"DARTMOUTH DR @ RADCLIFFE DR",,38.768060,-77.068960,,,,,,0
22,1062,"MARY BALDWIN DR @ KENYON DR",,38.768460,-77.071290,,,,,,0
23,1064,"SMITHWAY DR @ BEACON HILL RD",,38.770290,-77.073820,,,,,,0
24,1066,"MARY BALDWIN DR @ KENYON DR",,38.768370,-77.071250,,,,,,0
25,1067,"MARY BALDWIN DR @ RADCLIFFE DR",,38.768480,-77.069390,,,,,,0
26,1068,"DARTMOUTH DR @ RANDOLPH MACON DR",,38.768150,-77.068470,,,,,,0
27,1069,"DARTMOUTH DR @ QUANDER RD",,38.769120,-77.066540,,,,,,0
28,1070,"LOCKHEED BLVD @ FAIRCHILD DR",,38.759670,-77.088670,,,,,,0
29,1071,"LOCKHEED BLVD @ FAIRCHILD DR",,38.759530,-77.088860,,,,,,0
30,1074,"ARLINGTON DR @ WINDBREAK DR",,38.755300,-77.078400,,,,,,0
31,1078,"ARLINGTON DR @ VERNON SQUARE DR",,38.754800,-77.080520,,,,,,0
32,1079,"ARLINGTON DR @ RICHMOND HWY",,38.754690,-77.082920,,,,,,0
33,1092,"LORTON PARK AND RIDE",,38.703928,-77.222213,,,,,,0
35,1101,"NORTON RD @ FRANCONIA RD",,38.792090,-77.093910,,,,,,0
36,1107,"METRO PENTAGON BAY L7",,38.869101,-77.054181,,,,,,0
37,1108,"VAN DORN METRO BAY D",,38.799500,-77.128660,,,,,,0
38,1115,"NEWINGTON FRST AVE@TREASURE TREE CT",,38.740019,-77.250289,,,,,,0
39,1119,"TELEGRAPH RD @ ROSE HILL DR",,38.774860,-77.110850,,,,,,0
40,1130,"SUMMER RIDGE RD @ WORSLEY WAY",,38.760340,-77.137280,,,,,,0
42,1135,"SHELDON DR @ BREN MAR DR",,38.797019,-77.157191,,,,,,0
43,1139,"BREN MAR DR @ MERLE PL",,38.797573,-77.155095,,,,,,0
44,1140,"KINGSTOWNE BLVD @ SIR VICEROY DR",,38.771480,-77.135410,,,,,,0
45,1141,"EDSALL RD @ MONTGOMERY ST",,38.807070,-77.175810,,,,,,0
46,1142,"HANOVER AVE @ MONTICELLO BLVD",,38.779230,-77.194990,,,,,,0
49,1145,"EDSALL RD @ MONTGOMERY ST",,38.806870,-77.176280,,,,,,0
50,1146,"KINGSTOWNE BLVD @ KINGSTOWNE CTR",,38.772220,-77.134690,,,,,,0
51,1147,"HANOVER AVE @ MONTICELLO BLVD",,38.778730,-77.194770,,,,,,0
52,1148,"SOUTHRUN RD @ CALVERT CLIFF CT",,38.728450,-77.245480,,,,,,0
53,1159,"BURKE CENTER VRE",,38.797252,-77.299997,,,,,,0
54,1170,"FRANCONIA RD @ EDISON HIGH SCHOOL",,38.783970,-77.133020,,,,,,0
55,1172,"HUNTINGTON METRO SOUTH BAY C",,38.792322,-77.076025,,,,,,0
56,1173,"HUNTINGTON METRO SOUTH BAY D",,38.792776,-77.076203,,,,,,0
57,1175,"HARRISON LA @ BEDROCK RD",,38.761555,-77.095461,,,,,,0
58,1176,"FORDSON RD @ RICHMOND HWY",,38.750881,-77.084199,,,,,,0
59,1177,"MT. VERNON SQUARE APARTMENTS",,38.757610,-77.077633,,,,,,0
60,1178,"FORDSON RD @ HUNTLEY MEADOWS PLZ",,38.751002,-77.084034,,,,,,0
61,1179,"HARRISON LA @ ROBERT E LEE PL",,38.761294,-77.095343,,,,,,0
63,1183,"FRANCONIA-SPRINGFIELD METRO BAY E",,38.766772,-77.168881,,,,,,0
64,1184,"FRANCONIA-SPRINGFIELD METRO BAY F",,38.766773,-77.168673,,,,,,0
65,1185,"FRANCONIA-SPRINGFIELD METRO BAY G",,38.766837,-77.168421,,,,,,0
66,1186,"FRANCONIA-SPRINGFIELD METRO BAY H",,38.766950,-77.168045,,,,,,0
68,1188,"LAUREL CREST DR @ PINION PL",,38.717166,-77.229339,,,,,,0
69,1189,"LORTON VRE BAY A",,38.714921,-77.214324,,,,,,0
70,1190,"DEFENSE LOGISTICS AGENCY",,38.721032,-77.162215,,,,,,0
71,1191,"HUNTINGTON METRO NORTH BAY A",,38.795093,-77.075052,,,,,,0
72,1194,"HUNTINGTON METRO NORTH BAY D",,38.795518,-77.075014,,,,,,0
73,1195,"HUNTINGTON METRO NORTH BAY E",,38.795645,-77.075002,,,,,,0
74,1200,"VAN DORN METRO BAY F",,38.799590,-77.128198,,,,,,0
75,1201,"FRANCONIA RD @ EDISON HIGH SCHOOL",,38.784180,-77.131790,,,,,,0
76,1202,"TELEGRAPH RD @ ROSE HILL DR",,38.774721,-77.110801,,,,,,0
77,1203,"NORTON RD @ FRANCONIA RD",,38.792558,-77.093656,,,,,,0
78,1204,"HUMPHREYS ENGINEER CENTER",,38.743881,-77.142503,,,,,,0
84,1217,"ALABAMA DR @ FLORIDA AVE",,38.963401,-77.392711,,,,,,0
85,1218,"ALABAMA DR @ FLORIDA AVE",,38.963224,-77.392578,,,,,,0
93,1226,"AMHERST AVE @ SPRINGFIELD BLVD",,38.777656,-77.185160,,,,,,0
94,1227,"AMHERST AVE @ CUMBERLAND AVE",,38.783800,-77.187060,,,,,,0
95,1228,"AMHERST AVE @ ESSEX AVE",,38.785880,-77.187370,,,,,,0
97,1230,"AMHERST AVE @ FLOYD AVE",,38.789450,-77.187450,,,,,,0
98,1231,"AMHERST AVE @ HIGHLAND ST",,38.792020,-77.186870,,,,,,0
99,1239,"ARLINGTON DR @ REPUBLIC CT",,38.754560,-77.079160,,,,,,0
100,1241,"ARLINGTON DR @ RICHMOND HWY",,38.754520,-77.082300,,,,,,0
101,1246,"ARMSTRONG ST @ UNIVERSITY DR",,38.841461,-77.307908,,,,,,0
102,1248,"ARLINGTON DR @ WINDBREAK DR",,38.756210,-77.077820,,,,,,0
104,1254,"BACKLICK RD @ AUBURN ST",,38.822640,-77.192010,,,,,,0
105,1255,"BACKLICK RD @ BACKLICK CT",,38.801160,-77.184720,,,,,,0
106,1256,"BACKLICK RD @ BACKLICK CT",,38.800820,-77.184630,,,,,,0
108,1259,"BACKLICK RD @ BEVERLY ST",,38.821130,-77.191210,,,,,,0
109,1260,"BACKLICK RD @ BRADDOCK RD",,38.812290,-77.186350,,,,,,0
110,1261,"BACKLICK RD @ BRADDOCK RD",,38.812740,-77.186580,,,,,,0
111,1262,"BACKLICK RD @ CINDY LA",,38.823130,-77.192050,,,,,,0
112,1263,"BACKLICK RD @ CABIN JOHN RD",,38.793780,-77.186450,,,,,,0
113,1264,"BACKLICK RD @ CABIN JOHN RD",,38.793840,-77.186200,,,,,,0
114,1265,"BACKLICK RD @ CUMBERLAND AVE",,38.783310,-77.185570,,,,,,0
115,1266,"BACKLICK RD @ EDGEBROOK DR",,38.787600,-77.186110,,,,,,0
116,1267,"BACKLICK RD @ JAYHAWK ST",,38.827220,-77.194650,,,,,,0
117,1268,"BACKLICK RD @ ESSEX AVE",,38.785720,-77.185840,,,,,,0
118,1269,"BACKLICK RD @ FLOYD AVE",,38.789780,-77.186380,,,,,,0
119,1270,"BACKLICK@FRANCONIA SPRINGFIELD PKWY",,38.766310,-77.184500,,,,,,0
121,1272,"BACKLICK RD @ GALESVILLE PL",,38.825380,-77.193330,,,,,,0
122,1273,"BACKLICK RD @ HECHINGER DR",,38.796459,-77.185796,,,,,,0
123,1274,"BACKLICK RD @ HIGHLAND ST",,38.791510,-77.186520,,,,,,0
124,1275,"BACKLICK RD @ INDUSTRIAL RD",,38.799960,-77.185300,,,,,,0
125,1276,"BACKLICK RD @ JAYHAWK ST",,38.827240,-77.194390,,,,,,0
126,1277,"BACKLICK RD @ KANDEL CT",,38.819420,-77.190180,,,,,,0
127,1278,"BACKLICK RD @ KANDEL CT",,38.819600,-77.190040,,,,,,0
128,1279,"BACKLICK RD @ LEESTONE ST",,38.809360,-77.185760,,,,,,0
129,1280,"BACKLICK RD @ LEEWOOD FOREST DR",,38.804310,-77.183810,,,,,,0
130,1281,"BACKLICK RD @ LEEWOOD FOREST DR",,38.804050,-77.184040,,,,,,0
131,1282,"BACKLICK RD @ LEESVILLE BLVD",,38.802390,-77.183990,,,,,,0
132,1283,"BACKLICK RD @ LEESVILLE BLVD",,38.802630,-77.184140,,,,,,0
133,1284,"BACKLICK RD @ MATTHEW PL",,38.809230,-77.185380,,,,,,0
136,1288,"BACKLICK RD @ SPRING GARDEN DR",,38.773070,-77.184070,,,,,,0
137,1289,"BACKLICK RD @ SPRING GARDEN DR",,38.772700,-77.183820,,,,,,0
138,1290,"BACKLICK RD @ SIPES LA",,38.824810,-77.193250,,,,,,0
139,1292,"BACKLICK RD @ SUNSET LA N",,38.817830,-77.188840,,,,,,0
140,1293,"BACKLICK RD @ SUNSET LA",,38.817690,-77.188980,,,,,,0
141,1294,"BACKLICK RD @ SUNSET LA S",,38.815560,-77.186840,,,,,,0
142,1295,"BACKLICK RD @ VILLA PARK RD",,38.770910,-77.184150,,,,,,0
143,1296,"BACKLICK RD @ WILBURDALE DR",,38.816090,-77.187580,,,,,,0
144,1297,"BACKLICK RD @ WOODLAND DR",,38.805970,-77.184390,,,,,,0
145,1298,"BACKLICK RD @ WOODLAND DR",,38.805220,-77.184000,,,,,,0
146,1307,"BARON CAMERON AVE @ HUNTER GATE WAY",,38.976570,-77.316390,,,,,,0
147,1308,"BARON CAMERON AVE @ HUNTER MILL RD",,38.975990,-77.316390,,,,,,0
150,1327,"BEULAH ST @ ALFORTH AVE",,38.764297,-77.156462,,,,,,0
152,1330,"BECONTREE LA @ BECONTREE LA",,38.966290,-77.329010,,,,,,0
153,1332,"BEULAH ST @ CHARLES ARRINGTON DR",,38.766872,-77.155115,,,,,,0
154,1335,"BEULAH ST @ CRESTLEIGH WAY",,38.753650,-77.165248,,,,,,0
156,1337,"BEULAH ST @ GAYFIELDS RD",,38.752400,-77.165600,,,,,,0
157,1338,"BEULAH ST @ STEINWAY ST",,38.758502,-77.161635,,,,,,0
158,1339,"BEULAH ST @ KINGSTOWNE COMMONS DR",,38.760580,-77.158900,,,,,,0
159,1340,"BEULAH ST @ LANDSDOWNE CTR",,38.740830,-77.163920,,,,,,0
160,1341,"BEULAH ST @ LANDSDOWNE CTR",,38.741420,-77.164900,,,,,,0
161,1344,"BEULAH ST @ MILLER DR",,38.755940,-77.163650,,,,,,0
162,1345,"BEULAH ST @ MILLER DR",,38.755957,-77.164016,,,,,,0
164,1348,"7800 BEULAH ST",,38.746890,-77.167240,,,,,,0
165,1349,"BERYL RD @ PAULA RD",,38.802276,-77.158854,,,,,,0
166,1350,"BERYL RD @ PAULA RD",,38.802124,-77.158862,,,,,,0
167,1356,"BEULAH ST @ SILVER LAKE BLVD",,38.763004,-77.156828,,,,,,0
168,1357,"BEULAH ST @ STEINWAY ST",,38.758230,-77.161490,,,,,,0
169,1359,"BEULAH ST @ VIEW LA",,38.743330,-77.165830,,,,,,0
170,1361,"BENNINGTON WOODS@ WATERSIDE VIEW DR",,38.970130,-77.357360,,,,,,0
171,1362,"BEULAH ST @ WINDSOR AVE",,38.760580,-77.159320,,,,,,0
175,1366,"BECONTREE LA @ GOLDENRAIN CT",,38.968200,-77.329910,,,,,,0
176,1367,"BECONTREE LA @ GOLDENRAIN CT",,38.968060,-77.329950,,,,,,0
177,1368,"2600 BEACON HILL RD",,38.771290,-77.077940,,,,,,0
178,1369,"2600 BEACON HILL RD",,38.771370,-77.078550,,,,,,0
179,1370,"BEACON HILL RD @ OAK DR",,38.770240,-77.074980,,,,,,0
183,1379,"BURKE LAKE RD @ GRANTHAM ST",,38.809220,-77.253060,,,,,,0
184,1380,"BURKE LAKE RD @ GRANTHAM ST",,38.809110,-77.252890,,,,,,0
185,1381,"BURKE LAKE RD @ LAKE BRADDOCK DR",,38.800750,-77.265770,,,,,,0
186,1382,"BURKE LAKE RD @ LAKE BRADDOCK DR",,38.801050,-77.265140,,,,,,0
187,1383,"RESTON TOWN CTR BAY K",,38.957150,-77.357890,,,,,,0
188,1385,"BLUEMONT WAY @ PRESIDENTS ST",,38.957510,-77.355750,,,,,,0
189,1386,"BLUEMONT WAY @ RESTON PKWY",,38.957250,-77.355220,,,,,,0
190,1387,"BURKE LAKE RD @ ROLLING RD",,38.808170,-77.254620,,,,,,0
191,1388,"BURKE LAKE RD @ KINGS PK LIBRARY",,38.807070,-77.256280,,,,,,0
192,1389,"BURKE LAKE RD @ ROLLING RD",,38.807992,-77.254485,,,,,,0
193,1390,"BURKE LAKE RD @ SIGNAL HILL DR",,38.806080,-77.257730,,,,,,0
194,1391,"BURKE LAKE RD @ SIGNAL HILL DR",,38.806100,-77.257280,,,,,,0
195,1392,"BREN MAR DR @ MERLE PL",,38.797580,-77.154868,,,,,,0
196,1393,"BREN MAR DR @ PHYLLIS LA",,38.798508,-77.152520,,,,,,0
197,1394,"BREN MAR DR @ PHYLLIS LA",,38.798567,-77.151847,,,,,,0
198,1398,"BOSTON BLVD @ FULLERTON RD",,38.740300,-77.198840,,,,,,0
199,1399,"7358 BOSTON BLVD",,38.739367,-77.199923,,,,,,0
200,1401,"7387 BOSTON BLVD",,38.739016,-77.199996,,,,,,0
201,1410,"BRADDOCK RD @ BRADLICK CTR",,38.812010,-77.184490,,,,,,0
202,1411,"BRADDOCK RD @ BACKLICK RD",,38.811990,-77.188180,,,,,,0
203,1412,"BRADDOCK RD @ BACKLICK RD",,38.811790,-77.184480,,,,,,0
204,1414,"BRADDOCK RD @ BRADDOCK GREEN CT",,38.822860,-77.280400,,,,,,0
205,1415,"BRADDOCK RD @ BIRCH LA",,38.812030,-77.173140,,,,,,0
206,1416,"BRADDOCK RD @ WOODLAND DR",,38.811920,-77.191030,,,,,,0
207,1417,"BROADMOOR ST @ BUCKINGHAM PALACE CT",,38.748320,-77.132750,,,,,,0
208,1421,"BRADDOCK RD @ BRADDOCK RD",,38.826420,-77.286510,,,,,,0
209,1422,"BRADDOCK RD @ BURKE STATION RD",,38.826300,-77.288540,,,,,,0
210,1423,"BRADDOCK RD @ BRADWOOD ST",,38.811740,-77.189110,,,,,,0
211,1424,"BRADDOCK RD @ COLUMBIA RD",,38.812000,-77.175970,,,,,,0
212,1425,"BRADDOCK RD @ COLUMBIA RD",,38.811840,-77.176280,,,,,,0
213,1426,"BRADDOCK RD @ CARRIAGE PARK RD",,38.824570,-77.305140,,,,,,0
214,1427,"BRADDOCK RD @ CARRIAGE PARK RD",,38.824260,-77.305310,,,,,,0
215,1429,"BRADDOCK RD @ WAKEFIELD CHAPEL RD",,38.810810,-77.235450,,,,,,0
216,1430,"BRADDOCK RD @ DODSON DR",,38.812020,-77.179460,,,,,,0
217,1431,"BRADDOCK RD @ DODSON DR",,38.811810,-77.180200,,,,,,0
218,1432,"BRADDOCK RD @ DEQUINCEY DR",,38.822150,-77.280030,,,,,,0
219,1433,"BRADDOCK RD @ DUNLEIGH DR",,38.810620,-77.261260,,,,,,0
220,1434,"BRADDOCK RD @ FERNDALE ST",,38.811800,-77.195870,,,,,,0
221,1435,"BRADDOCK RD @ FERNDALE ST",,38.811610,-77.195860,,,,,,0
222,1436,"BRADDOCK RD @ FORESTDALE DR",,38.826360,-77.299960,,,,,,0
223,1437,"BRADDOCK RD @ FORESTDALE DR",,38.826100,-77.299890,,,,,,0
224,1438,"BRADDOCK RD @ GLEN PARK RD",,38.811310,-77.231060,,,,,,0
225,1439,"BRADDOCK RD @ GLEN PARK RD",,38.810960,-77.231060,,,,,,0
226,1440,"BRADDOCK RD @ HEREND PL",,38.824010,-77.282170,,,,,,0
227,1441,"BRADDOCK RD @ HEREND PL",,38.824170,-77.281830,,,,,,0
228,1442,"BRADDOCK RD @ HEMING AVE",,38.811640,-77.203400,,,,,,0
229,1443,"BRADDOCK RD @ HEMING AVE",,38.811290,-77.204130,,,,,,0
230,1445,"BRADDOCK RD @ INVERCHAPEL RD",,38.811380,-77.228660,,,,,,0
231,1446,"BRADDOCK RD @ INVERCHAPEL RD",,38.810990,-77.227930,,,,,,0
232,1447,"BRADDOCK RD @ IRVIN PL",,38.820800,-77.164250,,,,,,0
233,1448,"BRADDOCK RD @ IRVIN CT",,38.820940,-77.163940,,,,,,0
234,1450,"BRADDOCK RD @ KINGS PARK DR",,38.810430,-77.248300,,,,,,0
235,1451,"BRADDOCK RD @ MONROE DR",,38.811820,-77.173460,,,,,,0
236,1452,"BRADDOCK RD @ MONTROSE ST",,38.818980,-77.164760,,,,,,0
237,1453,"BRADDOCK RD @ MONTROSE ST",,38.818990,-77.164990,,,,,,0
238,1454,"BRADDOCK RD @ NASH DR",,38.818680,-77.275910,,,,,,0
239,1456,"BRADDOCK RD @ PICKETT RD",,38.819435,-77.276243,,,,,,0
240,1457,"BRADDOCK RD @ PIEDMONT PL",,38.811360,-77.201320,,,,,,0
241,1458,"BRADDOCK RD @ PORT ROYAL RD",,38.811470,-77.221410,,,,,,0
242,1460,"BRADDOCK RD @ QUEENSBERRY AVE",,38.811060,-77.224930,,,,,,0
243,1461,"BRADDOCK RD @ PORT ROYAL RD",,38.811080,-77.223260,,,,,,0
244,1462,"BRADDOCK RD @ RANDOLPH DR",,38.816380,-77.168440,,,,,,0
245,1463,"BRADDOCK RD @ RANDOLPH DR",,38.815970,-77.168580,,,,,,0
246,1464,"BRADDOCK RD @ RED FOX DR E",,38.810890,-77.253900,,,,,,0
247,1466,"BRADDOCK RD @ ROANOKE RIVER RD",,38.826020,-77.313000,,,,,,0
248,1467,"BRADDOCK RD @ ROANOKE RIVER RD",,38.825670,-77.313000,,,,,,0
249,1469,"9895 BRADDOCK RD",,38.826070,-77.285990,,,,,,0
250,147,"HAYFIELD RD @ KINGSTOWNE VLG PKWY",,38.756870,-77.146020,,,,,,0
251,1470,"BRADDOCK RD @ RED SPRUCE RD",,38.826670,-77.291930,,,,,,0
252,1471,"BRADDOCK RD @ RED SPRUCE RD",,38.826380,-77.292420,,,,,,0
253,1472,"BRADDOCK RD @ RAVENSWORTH RD",,38.811548,-77.211050,,,,,,0
254,1473,"BRADDOCK RD @ RAVENSWORTH RD",,38.811230,-77.210520,,,,,,0
255,1475,"BRADDOCK RD @ STONE HAVEN DR",,38.810910,-77.245490,,,,,,0
256,1476,"BRADDOCK RD @ STONE HAVEN DR",,38.810640,-77.244490,,,,,,0
257,1477,"BRADDOCK RD @ SIDEBURN RD",,38.824260,-77.308440,,,,,,0
258,1478,"BRADDOCK RD @ SIDEBURN RD",,38.823850,-77.307260,,,,,,0
259,1479,"BRADDOCK RD @ SOUTHAMPTON DR",,38.811130,-77.240660,,,,,,0
260,1480,"BRADDOCK RD @ SOUTHAMPTON DR",,38.810810,-77.239600,,,,,,0
261,1481,"BRADDOCK RD @ SPRING VALLEY DR",,38.814080,-77.170450,,,,,,0
262,1482,"BRADDOCK RD @ SPRING VALLEY DR",,38.814000,-77.170230,,,,,,0
263,1483,"BRADDOCK RD @ TAPESTRY DR",,38.826740,-77.294680,,,,,,0
264,1484,"BRADDOCK RD @ TAPESTRY DR",,38.826400,-77.295140,,,,,,0
265,1486,"BRADDOCK RD @ TWINBROOK RD",,38.818130,-77.274860,,,,,,0
266,1487,"BRADDOCK RD @ WAKEFIELD CHAPEL RD",,38.811150,-77.235840,,,,,,0
267,1488,"BROADMOOR ST @ WELCH CT",,38.746780,-77.139790,,,,,,0
268,1490,"BRADDOCK RD @ WOODLAND WAY",,38.810790,-77.249260,,,,,,0
269,1493,"BOWMAN TOWNE DR @ CAMERON GLEN DR",,38.962270,-77.358820,,,,,,0
270,1494,"BOWMAN TOWNE DR @ CAMERON GLEN DR",,38.962120,-77.358580,,,,,,0
271,1495,"BOWMAN TOWNE DR @ FOUNTAIN DR",,38.962370,-77.355410,,,,,,0
272,1496,"BOWMAN TOWNE DR @ FOUNTAIN DR W",,38.962310,-77.357210,,,,,,0
273,1497,"BOWMAN TOWNE DR @ RESTON PKWY",,38.962260,-77.354750,,,,,,0
274,1499,"BURKE RD @ ASHBOURN DR",,38.804630,-77.279210,,,,,,0
275,150,"HAYFIELD RD @ KINGSTOWNE VLG PKWY W",,38.756699,-77.146284,,,,,,0
276,1500,"BURKE RD @ ASHBOURN DR",,38.804670,-77.278940,,,,,,0
277,1501,"BURGUNDY RD @ EAST DR",,38.798240,-77.081950,,,,,,0
278,1504,"BURKE RD @ LAKE BRADDOCK DR",,38.801610,-77.276860,,,,,,0
279,1511,"BURKE RD @ PEPPERCORN DR",,38.803610,-77.278450,,,,,,0
280,1512,"BURKE RD @ PEPPERCORN DR",,38.803741,-77.278267,,,,,,0
281,1515,"BUCKMAN RD @ ROLLING HILLS AVE",,38.739420,-77.091700,,,,,,0
282,1516,"BUCKMAN RD @ RUSSELL RD",,38.735850,-77.102320,,,,,,0
283,1520,"BELLE VIEW BLVD @ BLUEBILL LA",,38.775020,-77.064000,,,,,,0
284,1521,"BELLE VIEW BLVD @ FORT HUNT RD",,38.775002,-77.061600,,,,,,0
285,1522,"BELLE VIEW BLVD @ WAKEFIELD DR",,38.775190,-77.059850,,,,,,0
286,1526,"BENNINGTON WOODS RD @ FIELDTHORN DR",,38.972190,-77.357430,,,,,,0
287,1527,"BENNINGTON WOODS @ HARVEST GREEN DR",,38.974170,-77.353340,,,,,,0
288,1528,"BENNINGTON WOODS RD @ MOSS POINT LA",,38.972830,-77.357980,,,,,,0
289,1531,"BENNINGTON WOODS RD @ STEVENAGE RD",,38.968200,-77.358770,,,,,,0
290,1532,"BENNINGTON WOODS RD@ TRAILS EDGE LA",,38.973990,-77.355440,,,,,,0
291,1533,"BENNINGTON WOODS@ WATERSIDE VIEW DR",,38.968240,-77.358990,,,,,,0
292,1534,"BENNINGTON WOODS RD@ WHISPERHILL DR",,38.969900,-77.357480,,,,,,0
293,1551,"CHAIN BRIDGE RD @ ARMSTRONG ST",,38.841747,-77.309288,,,,,,0
294,1553,"CHAIN BRIDGE RD @ CANFIELD ST",,38.838454,-77.311598,,,,,,0
295,1555,"8560 CINDER BED RD",,38.725760,-77.193450,,,,,,0
296,1556,"8580 CINDER BED RD",,38.725280,-77.194910,,,,,,0
297,1557,"8580 CINDER BED RD",,38.725170,-77.194770,,,,,,0
298,1558,"8560 CINDER BED RD",,38.725606,-77.193374,,,,,,0
305,1575,"CHAIN BRIDGE RD @ WEST DR",,38.839900,-77.310553,,,,,,0
306,1580,"CENTER ST @ PRIDE AVE",,38.967068,-77.388563,,,,,,0
307,1581,"CENTREVILLE RD @ CLEAR LAKE CT",,38.930910,-77.414933,,,,,,0
308,1582,"CENTREVILLE RD @ CLEAR LAKE CT",,38.930750,-77.414630,,,,,,0
309,1583,"CENTREVILLE RD @ COPPERMINE RD",,38.947543,-77.413370,,,,,,0
310,1584,"CENTREVILLE RD @ COPPERMINE RD",,38.947558,-77.412908,,,,,,0
311,1585,"CENTREVILLE RD @ CEDAR RUN LA",,38.927179,-77.415753,,,,,,0
312,1586,"CENTREVILLE RD @ CEDAR RUN LA",,38.927620,-77.415230,,,,,,0
313,1587,"CENTER ST @ FLORIDA AVE",,38.965332,-77.389539,,,,,,0
314,1588,"CENTREVILLE RD @ FLORIS ST",,38.934621,-77.413645,,,,,,0
315,1589,"CENTREVILLE RD @ FLORIS ST",,38.934130,-77.413460,,,,,,0
316,1590,"CENTREVILLE RD @ HIGHLAND MEWS CT",,38.921030,-77.417760,,,,,,0
317,1591,"CENTER ST @ LOCUST ST",,38.969086,-77.387964,,,,,,0
318,1592,"CENTER ST @ LOCUST ST",,38.968587,-77.387846,,,,,,0
321,1596,"CENTREVILLE RD @ MCLEAREN RD",,38.923141,-77.416895,,,,,,0
322,1597,"CENTREVILLE RD @ MCNAIR FARMS DR",,38.945635,-77.413699,,,,,,0
323,1599,"CENTREVILLE RD @ MCNAIR FARMS DR",,38.945093,-77.413349,,,,,,0
324,1600,"CENTREVILLE RD @ OLD CENTREVILLE RD",,38.944124,-77.413945,,,,,,0
325,1601,"CENTREVILLE RD @ PARCHER AVE",,38.959075,-77.402257,,,,,,0
326,1602,"SUNRISE VALLEY DR @ DULLES TECH DR",,38.953801,-77.411553,,,,,,0
327,1603,"CENTREVILLE RD @ VIRGINIA RANDOLPH",,38.943625,-77.413563,,,,,,0
328,1604,"CENTREVILLE RD @ WEST OX RD",,38.936827,-77.413412,,,,,,0
329,1608,"CENTER HARBOR RD @ CHURCH HILL PL",,38.980060,-77.346470,,,,,,0
330,1609,"CENTER HARBOR RD @ HERITAGE OAK WAY",,38.979930,-77.339140,,,,,,0
331,1613,"CENTER HARBOR RD @ NORTH VILLAGE RD",,38.979560,-77.344830,,,,,,0
332,1614,"CHANCELLOR WAY @ ORANGE PLANK RD",,38.751370,-77.216040,,,,,,0
333,1616,"CENTER HARBOR RD @ SUNDIAL DR",,38.981060,-77.337480,,,,,,0
334,1617,"CENTER HARBOR RD @ WATERFRONT RD",,38.978790,-77.342650,,,,,,0
335,1623,"COLTS NECK RD @ COLTS NECK CT",,38.943330,-77.357990,,,,,,0
336,1624,"COLTS NECK RD @ GREYWING CT",,38.940930,-77.359720,,,,,,0
337,1625,"COLTS NECK RD @ GREYWING CT",,38.941150,-77.359820,,,,,,0
338,1626,"COLTS NECK RD @ WINTERTHUR LA",,38.939210,-77.360880,,,,,,0
339,1627,"COLTS NECK RD @ HUNTERS SQUARE CT",,38.935790,-77.363810,,,,,,0
340,1628,"COLTS NECK RD @ HUNTER WOODS PLAZA",,38.938260,-77.362100,,,,,,0
341,1629,"COLTS NECK RD @ HUNTERS SQUARE CT",,38.935855,-77.363622,,,,,,0
342,1630,"COLTS NECK RD @ HUNTERS WOODS PLZ",,38.938150,-77.361930,,,,,,0
346,1634,"COLTS NECK RD @ ROYAL FERN CT",,38.943210,-77.358260,,,,,,0
349,1637,"COLTS NECK RD @ SUNRISE VALLEY DR",,38.944880,-77.357830,,,,,,0
352,1640,"COMMERCE ST @ AMHERST AVE",,38.782900,-77.189350,,,,,,0
